id,x,y,w,h
ani054-Stand-0-4,951,2328,28,31
ani054-Stand-0-5,976,2443,27,31
ani054-Stand-0-6,976,2474,27,31
ani054-Stand-0-7,944,2426,27,31
ani054-Stand-0-8,944,2457,27,31
ani054-Stand-1-1,572,2231,35,34
ani054-Stand-1-2,525,2261,35,34
ani054-Stand-1-3,479,2266,35,34
ani054-Stand-1-4,1553,2395,36,34
ani054-Stand-1-5,1152,2284,37,34
ani054-Stand-1-6,1553,2429,36,34
ani054-Stand-1-7,1553,2463,36,34
ani054-Stand-2-1,2219,1809,50,35
ani054-Stand-2-2,2217,2005,49,35
ani054-Stand-2-3,1732,2084,48,35
ani054-Stand-2-4,2217,2040,49,35
ani054-Stand-2-5,2219,1773,50,36
ani054-Stand-2-6,2370,1761,50,36
ani054-Stand-2-7,2742,1729,51,36
ani054-Stand-2-8,2319,1796,50,36
ani054-Stand-3-1,156,2286,46,43
ani054-Stand-3-2,1904,2403,45,42
ani054-Stand-3-3,156,2372,46,42
ani054-Stand-3-4,718,2081,47,42
ani054-Stand-3-5,718,1996,47,43
ani054-Stand-3-6,84,2328,46,43
ani054-Stand-3-7,156,2329,46,43
ani054-Stand-4-1,1106,2591,27,49
ani054-Stand-4-2,1453,2399,28,49
ani054-Stand-4-3,804,2293,28,48
ani054-Stand-4-4,804,2341,28,48
ani054-Stand-4-5,1106,2640,27,49
ani054-Stand-4-6,1106,2689,27,49
ani054-Stand-4-7,1106,2738,27,49
ani054-Stand-4-8,1106,2787,27,49
ani054-Stand-5-1,1582,2665,35,47
ani054-Stand-5-2,810,2120,35,47
ani054-Stand-5-3,765,2148,35,47
ani054-Stand-5-4,1517,2421,36,47
ani054-Stand-5-5,1272,2228,37,47
ani054-Stand-5-6,1481,2435,36,47
ani054-Stand-5-7,1481,2482,36,47
ani054-Stand-6-1,2169,1703,50,38
ani054-Stand-6-2,1961,2235,49,38
ani054-Stand-6-3,1868,1975,48,38
ani054-Stand-6-4,1961,2273,49,38
ani054-Stand-6-5,2119,1743,50,37
ani054-Stand-6-6,2169,1778,50,37
ani054-Stand-6-7,2434,1482,52,37
ani054-Stand-6-8,2169,1815,50,37
ani054-Stand-7-1,83,2524,46,34
ani054-Stand-7-2,765,2081,45,34
ani054-Stand-7-3,156,2569,46,34
ani054-Stand-7-4,401,1976,47,34
ani054-Stand-7-5,448,1996,47,34
ani054-Stand-7-6,83,2558,46,34
ani054-Stand-7-7,83,2592,46,34
ani054-Walk-0-1,89,1161,22,55
ani054-Walk-0-2,247,1469,22,51
ani054-Walk-0-3,4107,535,22,50
ani054-Walk-0-4,247,1416,22,53
ani054-Walk-0-5,247,1362,22,54
ani054-Walk-0-6,89,1216,22,55
ani054-Walk-0-7,4514,1204,23,53
ani054-Walk-1-1,3152,1109,55,48
ani054-Walk-1-2,3447,1195,59,43
ani054-Walk-1-3,2831,664,57,39
ani054-Walk-1-4,2589,1659,51,44
ani054-Walk-1-5,352,2170,46,49
ani054-Walk-1-6,1727,2399,41,50
ani054-Walk-1-7,1732,2237,45,48
ani054-Walk-2-1,1333,1476,69,31
ani054-Walk-2-2,4030,974,75,30
ani054-Walk-2-3,4343,996,76,29
ani054-Walk-2-4,4902,2010,67,30
ani054-Walk-2-5,3633,803,64,32
ani054-Walk-2-6,3725,744,64,31
ani054-Walk-2-7,3329,974,60,32
ani054-Walk-3-1,2793,1761,51,36
ani054-Walk-3-2,2006,1470,54,35
ani054-Walk-3-3,2751,1187,53,35
ani054-Walk-3-4,2176,1246,56,35
ani054-Walk-3-5,1881,1470,54,37
ani054-Walk-3-6,2751,1114,53,37
ani054-Walk-3-7,1961,2311,49,37
ani054-Walk-4-1,4417,1240,22,39
ani054-Walk-4-2,4105,1175,22,42
ani054-Walk-4-3,4203,1049,23,44
ani054-Walk-4-4,4203,1177,22,41
ani054-Walk-4-5,4417,1279,22,39
ani054-Walk-4-6,694,709,22,40
ani054-Walk-4-7,4105,1136,23,39
ani054-Walk-5-1,2932,1264,55,38
ani054-Walk-5-2,3329,1270,59,38
ani054-Walk-5-3,2831,703,57,39
ani054-Walk-5-4,2793,1688,51,37
ani054-Walk-5-5,83,2489,46,35
ani054-Walk-5-6,1152,2180,41,34
ani054-Walk-5-7,1063,2040,45,35
ani054-Walk-6-1,1333,1507,69,31
ani054-Walk-6-2,4127,1211,75,30
ani054-Walk-6-3,4226,889,76,30
ani054-Walk-6-4,4753,2145,67,31
ani054-Walk-6-5,3853,737,64,31
ani054-Walk-6-6,3789,689,64,33
ani054-Walk-6-7,3389,915,60,35
ani054-Walk-7-1,2691,1584,51,48
ani054-Walk-7-2,3256,1559,54,43
ani054-Walk-7-3,2278,1568,52,41
ani054-Walk-7-4,2589,1000,56,44
ani054-Walk-7-5,2986,1628,54,47
ani054-Walk-7-6,1652,1627,53,46
ani054-Walk-7-7,1652,1902,49,48
ani055-Stand-0-1,1740,1084,27,35
ani055-Stand-0-2,946,762,28,35
ani055-Stand-0-3,716,914,28,35
ani055-Stand-0-4,996,2279,28,35
ani055-Stand-0-5,857,2459,27,35
ani055-Stand-0-6,1106,2876,27,35
ani055-Stand-0-7,1006,2329,27,35
ani055-Stand-0-8,1006,2364,27,35
ani055-Stand-1-1,673,2204,35,38
ani055-Stand-1-2,673,2242,35,38
ani055-Stand-1-3,586,2193,35,38
ani055-Stand-1-4,1406,2529,36,38
ani055-Stand-1-5,1189,2273,37,37
ani055-Stand-1-6,1368,2532,36,37
ani055-Stand-1-7,1404,2567,36,37
ani055-Stand-2-1,2119,1704,50,39
ani055-Stand-2-2,1961,2119,49,39
ani055-Stand-2-3,1868,1936,48,39
ani055-Stand-2-4,1961,2158,49,39
ani055-Stand-2-5,2270,1728,50,38
ani055-Stand-2-6,2219,1735,50,38
ani055-Stand-2-7,2640,1968,51,38
ani055-Stand-2-8,2270,1689,50,39
ani055-Stand-3-1,269,2295,46,45
ani055-Stand-3-2,1814,2401,45,44
ani055-Stand-3-3,444,2193,46,45
ani055-Stand-3-4,671,1971,47,45
ani055-Stand-3-5,765,1962,47,45
ani055-Stand-3-6,398,2235,46,45
ani055-Stand-3-7,352,2219,46,46
ani055-Stand-4-1,1052,2302,27,52
ani055-Stand-4-2,828,1832,28,51
ani055-Stand-4-3,828,1883,28,50
ani055-Stand-4-4,1453,2348,28,50
ani055-Stand-4-5,1106,2391,27,51
ani055-Stand-4-6,1106,2442,27,51
ani055-Stand-4-7,1079,2302,27,52
ani055-Stand-4-8,1106,2339,27,52
ani055-Stand-5-1,1721,2512,35,50
ani055-Stand-5-2,1686,2552,35,49
ani055-Stand-5-3,1622,2622,35,49
ani055-Stand-5-4,1517,2372,36,49
ani055-Stand-5-5,1354,2241,37,50
ani055-Stand-5-6,1370,2482,36,50
ani055-Stand-5-7,1332,2488,36,50
ani055-Stand-6-1,2220,1615,50,41
ani055-Stand-6-2,1961,1999,49,40
ani055-Stand-6-3,1820,1936,48,40
ani055-Stand-6-4,1961,2039,49,40
ani055-Stand-6-5,2220,1656,50,41
ani055-Stand-6-6,2119,1664,50,40
ani055-Stand-6-7,2278,1649,52,40
ani055-Stand-6-8,2170,1662,50,41
ani055-Stand-7-1,156,2493,46,38
ani055-Stand-7-2,1319,1982,45,37
ani055-Stand-7-3,0,2497,46,37
ani055-Stand-7-4,671,2016,47,38
ani055-Stand-7-5,554,2012,47,38
ani055-Stand-7-6,156,2531,46,38
ani055-Stand-7-7,0,2421,46,38
ani055-Walk-0-1,247,1307,22,55
ani055-Walk-0-2,834,836,22,53
ani055-Walk-0-3,4107,585,22,50
ani055-Walk-0-4,4514,1257,23,53
ani055-Walk-0-5,671,809,23,54
ani055-Walk-0-6,89,1271,22,55
ani055-Walk-0-7,4977,1497,23,53
ani055-Walk-1-1,2461,1089,56,48
ani055-Walk-1-2,3506,1233,59,43
ani055-Walk-1-3,2932,696,57,39
ani055-Walk-1-4,2793,1600,51,44
ani055-Walk-1-5,398,2186,46,49
ani055-Walk-1-6,1768,2433,41,49
ani055-Walk-1-7,1732,2285,45,48
ani055-Walk-2-1,4030,1914,70,34
ani055-Walk-2-2,4343,1145,75,33
ani055-Walk-2-3,4225,1148,75,32
ani055-Walk-2-4,4439,2279,67,33
ani055-Walk-2-5,3789,655,64,34
ani055-Walk-2-6,3789,722,64,32
ani055-Walk-2-7,3506,1276,59,33
ani055-Walk-3-1,2640,1777,51,39
ani055-Walk-3-2,1767,1443,54,38
ani055-Walk-3-3,2589,1129,53,39
ani055-Walk-3-4,2237,1180,56,38
ani055-Walk-3-5,2120,1360,54,39
ani055-Walk-3-6,2382,1427,52,40
ani055-Walk-3-7,1961,2079,49,40
ani055-Walk-4-1,4204,961,22,43
ani055-Walk-4-2,4107,728,22,46
ani055-Walk-4-3,4105,957,23,48
ani055-Walk-4-4,4203,1004,23,45
ani055-Walk-4-5,4203,1093,23,41
ani055-Walk-4-6,4203,1134,22,43
ani055-Walk-4-7,4105,1094,23,42
ani055-Walk-5-1,2237,1139,56,41
ani055-Walk-5-2,3388,1229,59,42
ani055-Walk-5-3,2646,809,57,42
ani055-Walk-5-4,2691,1720,51,40
ani055-Walk-5-5,0,2459,46,38
ani055-Walk-5-6,1194,2175,41,37
ani055-Walk-5-7,1063,2002,45,38
ani055-Walk-6-1,4568,1648,70,34
ani055-Walk-6-2,4343,1178,75,33
ani055-Walk-6-3,4128,1153,75,33
ani055-Walk-6-4,4651,2165,67,34
ani055-Walk-6-5,3725,677,64,34
ani055-Walk-6-6,3725,711,64,33
ani055-Walk-6-7,3388,1271,59,35
ani055-Walk-7-1,2640,1601,51,48
ani055-Walk-7-2,3310,1557,54,45
ani055-Walk-7-3,2330,1457,52,40
ani055-Walk-7-4,2298,1119,56,44
ani055-Walk-7-5,2932,1639,54,47
ani055-Walk-7-6,2283,1354,52,46
ani055-Walk-7-7,1652,1950,49,47
ani056-Stand-0-1,430,2343,32,37
ani056-Stand-0-2,430,2380,32,37
ani056-Stand-0-3,2134,2270,33,37
ani056-Stand-0-4,2134,2307,33,37
ani056-Stand-0-5,384,2370,32,37
ani056-Stand-0-6,555,2515,31,37
ani056-Stand-0-7,586,2496,31,37
ani056-Stand-0-8,347,2376,32,37
ani056-Stand-1-1,537,2223,35,38
ani056-Stand-1-2,2086,1441,34,38
ani056-Stand-1-3,2086,1479,34,38
ani056-Stand-1-4,2086,1517,34,38
ani056-Stand-1-5,490,2229,35,37
ani056-Stand-1-6,444,2238,35,37
ani056-Stand-1-7,621,2226,35,37
ani056-Stand-2-1,470,1957,47,39
ani056-Stand-2-2,156,2454,46,39
ani056-Stand-2-3,83,2411,46,39
ani056-Stand-2-4,83,2450,46,39
ani056-Stand-2-5,554,2050,47,38
ani056-Stand-2-6,554,2088,47,38
ani056-Stand-2-7,1820,1976,48,38
ani056-Stand-2-8,554,1973,47,39
ani056-Stand-3-1,1240,2132,42,43
ani056-Stand-3-2,3682,1447,43,43
ani056-Stand-3-3,3682,1359,43,44
ani056-Stand-3-4,3682,1403,43,44
ani056-Stand-3-5,3682,1490,43,43
ani056-Stand-3-6,3682,1533,43,43
ani056-Stand-3-7,1319,2163,42,44
ani056-Stand-4-1,570,2379,31,49
ani056-Stand-4-2,601,2448,31,48
ani056-Stand-4-3,300,2537,30,48
ani056-Stand-4-4,663,2447,31,48
ani056-Stand-4-5,632,2480,31,48
ani056-Stand-4-6,539,2420,31,49
ani056-Stand-4-7,703,2554,32,50
ani056-Stand-4-8,508,2398,31,50
ani056-Stand-5-1,4713,2545,40,48
ani056-Stand-5-2,601,1934,38,47
ani056-Stand-5-3,601,1981,38,47
ani056-Stand-5-4,1768,2482,41,47
ani056-Stand-5-5,1610,2168,42,48
ani056-Stand-5-6,1610,2216,42,48
ani056-Stand-5-7,1319,2115,42,48
ani056-Stand-6-1,1881,1339,54,39
ani056-Stand-6-2,1767,1481,54,38
ani056-Stand-6-3,2751,1076,53,38
ani056-Stand-6-4,1652,1504,54,38
ani056-Stand-6-5,1881,1431,54,39
ani056-Stand-6-6,2006,1324,54,38
ani056-Stand-6-7,2006,1362,54,38
ani056-Stand-6-8,2987,1232,55,39
ani056-Stand-7-1,1868,2013,48,38
ani056-Stand-7-2,1961,2348,49,37
ani056-Stand-7-3,2119,1980,49,37
ani056-Stand-7-4,1732,1950,48,38
ani056-Stand-7-5,1652,2014,48,38
ani056-Stand-7-6,1732,1988,48,38
ani056-Stand-7-7,1652,2052,48,38
ani056-Walk-0-1,440,2480,30,49
ani056-Walk-0-2,269,2538,30,48
ani056-Walk-0-3,645,2591,30,46
ani056-Walk-0-4,647,2543,30,48
ani056-Walk-0-5,331,2480,30,50
ani056-Walk-0-6,922,2277,29,51
ani056-Walk-0-7,601,2399,31,49
ani056-Walk-0-8,893,2271,29,52
ani056-Walk-1-1,3511,869,60,41
ani056-Walk-1-2,3899,1691,58,36
ani056-Walk-1-3,2293,1207,56,37
ani056-Walk-1-4,2701,989,53,45
ani056-Walk-1-5,1561,2025,49,47
ani056-Walk-1-6,1820,1807,48,45
ani056-Walk-1-7,2405,1140,56,45
ani056-Walk-2-1,4753,1701,72,34
ani056-Walk-2-2,4753,1492,74,33
ani056-Walk-2-3,4902,1687,72,32
ani056-Walk-2-4,4118,2326,68,33
ani056-Walk-2-5,401,1553,69,34
ani056-Walk-2-6,4656,1770,68,32
ani056-Walk-2-7,3633,770,64,33
ani056-Walk-2-8,401,1702,69,33
ani056-Walk-3-1,3207,1140,55,43
ani056-Walk-3-2,2698,1034,53,43
ani056-Walk-3-3,2006,1242,54,42
ani056-Walk-3-4,3447,1238,59,42
ani056-Walk-3-5,3329,1230,59,40
ani056-Walk-3-6,3152,1157,55,41
ani056-Walk-3-7,2120,1280,54,40
ani056-Walk-4-1,410,2472,30,51
ani056-Walk-4-2,893,2323,29,51
ani056-Walk-4-3,967,2245,29,52
ani056-Walk-4-4,363,2473,30,51
ani056-Walk-4-5,615,2591,30,48
ani056-Walk-4-6,1025,2252,28,46
ani056-Walk-4-7,909,2155,30,46
ani056-Walk-4-8,393,2523,30,49
ani056-Walk-5-1,2754,989,53,44
ani056-Walk-5-2,2645,1012,53,45
ani056-Walk-5-3,2691,1632,51,45
ani056-Walk-5-4,1868,1851,48,43
ani056-Walk-5-5,0,2340,46,41
ani056-Walk-5-6,1063,1923,45,40
ani056-Walk-5-7,765,2007,47,40
ani056-Walk-6-1,4439,2586,66,34
ani056-Walk-6-2,4118,2359,68,33
ani056-Walk-6-3,401,1735,69,33
ani056-Walk-6-4,4568,2211,67,34
ani056-Walk-6-5,3851,1122,63,34
ani056-Walk-6-6,3513,748,61,34
ani056-Walk-6-7,3389,950,60,33
ani056-Walk-6-8,3914,1152,63,34
ani056-Walk-7-1,2698,1077,53,43
ani056-Walk-7-2,1767,1404,54,39
ani056-Walk-7-3,2120,1320,54,40
ani056-Walk-7-4,2642,1057,53,42
ani056-Walk-7-5,2278,1400,52,43
ani056-Walk-7-6,718,2123,47,42
ani056-Walk-7-7,2086,2338,48,46
ani061-Attack-0-1,2556,1295,33,61
ani061-Attack-0-2,772,2293,32,60
ani061-Attack-0-3,476,2300,32,47
ani061-Attack-0-4,3226,576,43,54
ani061-Attack-0-5,2086,1646,33,51
ani061-Attack-0-6,560,2265,32,49
ani061-Attack-0-7,784,2232,32,61
ani061-Attack-1-1,1491,2102,45,62
ani061-Attack-1-2,491,2168,46,61
ani061-Attack-1-3,4343,2517,66,44
ani061-Attack-1-4,4129,919,75,47
ani061-Attack-1-5,2405,863,62,42
ani061-Attack-1-6,3725,1661,57,60
ani061-Attack-2-1,3461,579,62,66
ani061-Attack-2-2,3725,614,64,63
ani061-Attack-2-3,3333,453,64,62
ani061-Attack-2-4,4343,804,77,44
ani061-Attack-2-5,1767,1240,80,40
ani061-Attack-2-6,1241,1575,78,58
ani061-Attack-2-7,4343,2201,67,68
ani061-Attack-3-1,2086,2088,48,69
ani061-Attack-3-2,2589,1983,50,65
ani061-Attack-3-3,2804,1242,51,67
ani061-Attack-3-4,1455,1916,53,54
ani061-Attack-3-5,84,2084,72,67
ani061-Attack-3-6,3506,1337,58,78
ani061-Attack-4-1,3997,502,33,72
ani061-Attack-4-2,1700,2091,32,70
ani061-Attack-4-3,1735,1204,32,75
ani061-Attack-4-4,4300,1205,43,55
ani061-Attack-4-5,1619,1849,33,65
ani061-Attack-4-6,126,562,32,83
ani061-Attack-4-7,1849,1042,32,78
ani061-Attack-5-1,1158,1745,45,70
ani061-Attack-5-2,2010,1680,46,69
ani061-Attack-5-3,4568,2383,66,62
ani061-Attack-5-4,4128,1007,75,39
ani061-Attack-5-5,3789,784,63,71
ani061-Attack-5-6,4943,3104,57,79
ani061-Attack-6-1,3461,645,62,66
ani061-Attack-6-2,3397,514,64,61
ani061-Attack-6-3,3397,575,64,59
ani061-Attack-6-4,4439,749,77,40
ani061-Attack-6-5,1881,1303,80,36
ani061-Attack-6-6,1248,1512,78,63
ani061-Attack-6-7,4343,2269,67,65
ani061-Attack-7-1,2086,2157,48,66
ani061-Attack-7-2,2266,1993,49,63
ani061-Attack-7-3,2793,1644,51,44
ani061-Attack-7-4,1402,1957,53,54
ani061-Attack-7-5,4753,1558,72,40
ani061-Attack-7-6,3622,1474,58,61
ani061-Stand-0-1,2556,1356,33,61
ani061-Stand-0-2,2556,1417,33,61
ani061-Stand-0-3,2556,1478,33,61
ani061-Stand-0-4,740,2260,32,61
ani061-Stand-0-5,2556,1661,33,60
ani061-Stand-0-6,708,2274,32,61
ani061-Stand-0-7,2556,1539,33,61
ani061-Stand-1-1,1202,1932,45,65
ani061-Stand-1-2,2086,2223,48,66
ani061-Stand-1-3,2168,1852,49,65
ani061-Stand-1-4,1865,2290,47,66
ani061-Stand-1-5,1247,1883,45,65
ani061-Stand-1-6,1247,1948,45,65
ani061-Stand-1-7,1319,1917,45,65
ani061-Stand-2-1,3851,1156,62,66
ani061-Stand-2-2,3852,910,63,66
ani061-Stand-2-3,3417,448,64,66
ani061-Stand-2-4,3788,855,63,66
ani061-Stand-2-5,2589,719,61,66
ani061-Stand-2-6,2467,776,61,66
ani061-Stand-2-7,2467,842,61,66
ani061-Stand-3-1,1961,1168,45,72
ani061-Stand-3-2,934,2083,44,72
ani061-Stand-3-3,1154,1883,44,72
ani061-Stand-3-4,1108,1918,44,72
ani061-Stand-3-5,2359,1165,46,72
ani061-Stand-3-6,2510,1281,46,72
ani061-Stand-3-7,1961,1240,45,72
ani061-Stand-4-1,3997,574,33,72
ani061-Stand-4-2,3997,646,33,72
ani061-Stand-4-3,2556,689,33,72
ani061-Stand-4-4,4968,2222,32,72
ani061-Stand-4-5,2556,761,33,72
ani061-Stand-4-6,4968,2294,32,72
ani061-Stand-4-7,3692,941,33,72
ani061-Stand-5-1,1961,1312,45,72
ani061-Stand-5-2,3056,844,47,72
ani061-Stand-5-3,2268,1921,49,72
ani061-Stand-5-4,2510,1353,46,72
ani061-Stand-5-5,1961,1384,45,72
ani061-Stand-5-6,1961,1456,45,72
ani061-Stand-5-7,1961,1528,45,72
ani061-Stand-6-1,3913,1186,62,66
ani061-Stand-6-2,3788,921,63,66
ani061-Stand-6-3,3523,463,64,66
ani061-Stand-6-4,3788,987,63,66
ani061-Stand-6-5,2303,915,61,66
ani061-Stand-6-6,2242,1011,61,65
ani061-Stand-6-7,2242,945,61,66
ani061-Stand-7-1,1319,2019,45,65
ani061-Stand-7-2,1060,2109,44,65
ani061-Stand-7-3,1015,2122,44,65
ani061-Stand-7-4,1015,2187,44,65
ani061-Stand-7-5,1915,2134,46,65
ani061-Stand-7-6,353,2049,46,65
ani061-Stand-7-7,1401,2011,45,65
ani061-Walk-0-1,2556,1721,33,58
ani061-Walk-0-2,2556,1171,33,62
ani061-Walk-0-3,2556,1233,33,62
ani061-Walk-0-4,740,2321,32,59
ani061-Walk-0-5,2556,1600,33,61
ani061-Walk-0-6,2556,1045,33,63
ani061-Walk-1-1,1959,2385,47,63
ani061-Walk-1-2,1732,1818,49,66
ani061-Walk-1-3,1732,1884,49,66
ani061-Walk-1-4,639,2054,46,64
ani061-Walk-1-5,1446,2084,45,64
ani061-Walk-1-6,1446,2019,45,65
ani061-Walk-2-1,2932,378,62,65
ani061-Walk-2-2,3633,497,64,65
ani061-Walk-2-3,4818,2609,65,65
ani061-Walk-2-4,3633,562,64,65
ani061-Walk-2-5,2994,378,62,65
ani061-Walk-2-6,3852,843,63,67
ani061-Walk-3-1,2510,1425,46,71
ani061-Walk-3-2,2412,2130,48,73
ani061-Walk-3-3,1269,1741,50,71
ani061-Walk-3-4,2215,2075,48,69
ani061-Walk-3-5,2010,1749,46,69
ani061-Walk-3-6,2167,2052,48,70
ani061-Walk-4-1,3692,1013,33,72
ani061-Walk-4-2,1973,391,33,74
ani061-Walk-4-3,2556,833,33,72
ani061-Walk-4-4,2556,905,33,71
ani061-Walk-4-5,2087,1121,33,73
ani061-Walk-4-6,1973,465,33,74
ani061-Walk-5-1,2010,1818,46,69
ani061-Walk-5-2,1732,1611,49,70
ani061-Walk-5-3,1961,1670,49,69
ani061-Walk-5-4,2510,1709,46,70
ani061-Walk-5-5,3223,1019,46,73
ani061-Walk-5-6,356,1635,45,73
ani061-Walk-6-1,3103,448,62,65
ani061-Walk-6-2,3725,550,64,64
ani061-Walk-6-3,4752,2626,65,65
ani061-Walk-6-4,3633,627,64,65
ani061-Walk-6-5,3165,511,62,65
ani061-Walk-6-6,3269,520,62,65
ani061-Walk-7-1,638,2118,46,64
ani061-Walk-7-2,2263,2088,48,64
ani061-Walk-7-3,2168,1917,49,64
ani061-Walk-7-4,2263,2152,48,63
ani061-Walk-7-5,495,2038,46,65
ani061-Walk-7-6,1732,1751,49,67
ani063-Attack-0-1,639,2263,32,56
ani063-Attack-0-2,669,2392,31,55
ani063-Attack-0-3,410,2417,30,55
ani063-Attack-0-4,1370,2429,36,53
ani063-Attack-0-5,2086,1255,34,56
ani063-Attack-0-6,703,2447,32,54
ani063-Attack-0-7,1317,2207,37,51
ani063-Attack-0-8,508,2343,31,55
ani063-Attack-1-1,3163,962,60,47
ani063-Attack-1-2,3390,869,60,46
ani063-Attack-1-3,3914,1107,63,45
ani063-Attack-1-4,2405,818,62,45
ani063-Attack-1-5,2989,647,57,49
ani063-Attack-1-6,2461,1137,56,46
ani063-Attack-1-7,3447,1149,59,46
ani063-Attack-2-1,4030,1120,75,34
ani063-Attack-2-2,4753,1525,74,33
ani063-Attack-2-3,4661,1604,74,32
ani063-Attack-2-4,671,1638,73,33
ani063-Attack-2-5,4030,1238,75,30
ani063-Attack-2-6,4225,1180,75,30
ani063-Attack-2-7,4222,1567,71,31
ani063-Attack-2-8,4661,1536,74,35
ani063-Attack-3-1,3565,1231,59,45
ani063-Attack-3-2,3388,1185,59,44
ani063-Attack-3-3,2298,1163,56,44
ani063-Attack-3-4,2278,1485,52,42
ani063-Attack-3-5,2405,905,62,38
ani063-Attack-3-6,2734,559,62,49
ani063-Attack-3-7,3269,884,60,49
ani063-Attack-4-1,663,2495,31,48
ani063-Attack-4-2,524,2517,31,47
ani063-Attack-4-3,2086,1895,33,46
ani063-Attack-4-4,1230,2272,37,46
ani063-Attack-4-5,1442,2506,36,42
ani063-Attack-4-6,861,2341,29,49
ani063-Attack-4-7,703,2501,32,53
ani063-Attack-4-8,539,2370,31,50
ani063-Attack-5-1,3329,887,60,45
ani063-Attack-5-2,3103,968,60,47
ani063-Attack-5-3,3329,932,60,42
ani063-Attack-5-4,3783,1659,58,38
ani063-Attack-5-5,3042,1194,55,40
ani063-Attack-5-6,3103,513,62,52
ani063-Attack-5-7,3915,910,63,51
ani063-Attack-6-1,401,1768,69,33
ani063-Attack-6-2,4819,2377,66,33
ani063-Attack-6-3,4753,2386,66,33
ani063-Attack-6-4,4568,2176,67,35
ani063-Attack-6-5,4343,2334,67,33
ani063-Attack-6-6,4661,1571,74,33
ani063-Attack-6-7,4128,1046,75,38
ani063-Attack-6-8,4118,2257,68,35
ani063-Attack-7-1,3269,1129,60,48
ani063-Attack-7-2,3269,1177,60,48
ani063-Attack-7-3,3042,1097,55,50
ani063-Attack-7-4,1652,1853,49,49
ani063-Attack-7-5,2589,785,57,46
ani063-Attack-7-6,4222,1806,70,41
ani063-Attack-7-7,1340,655,62,44
ani063-Stand-0-1,671,2280,32,56
ani063-Stand-0-2,639,2319,32,56
ani063-Stand-0-3,31,2733,31,57
ani063-Stand-0-4,585,2562,30,56
ani063-Stand-0-5,703,2335,32,56
ani063-Stand-0-6,546,2314,31,56
ani063-Stand-0-7,607,2343,31,56
ani063-Stand-0-8,638,2375,31,56
ani063-Stand-1-1,3269,1225,60,48
ani063-Stand-1-2,3163,1009,60,47
ani063-Stand-1-3,3451,852,60,47
ani063-Stand-1-4,3269,933,60,49
ani063-Stand-1-5,3269,1273,60,48
ani063-Stand-1-6,3269,1321,60,48
ani063-Stand-1-7,3269,1369,60,48
ani063-Stand-2-1,4226,1012,75,34
ani063-Stand-2-2,4226,1046,75,34
ani063-Stand-2-3,4030,1085,75,35
ani063-Stand-2-4,4128,1084,75,35
ani063-Stand-2-5,4226,1080,75,34
ani063-Stand-2-6,4128,1119,75,34
ani063-Stand-2-7,4030,1154,75,34
ani063-Stand-2-8,4226,1114,75,34
ani063-Stand-3-1,3507,1094,59,47
ani063-Stand-3-2,3507,1141,59,47
ani063-Stand-3-3,3447,1102,59,47
ani063-Stand-3-4,3388,1138,59,47
ani063-Stand-3-5,3566,1093,59,46
ani063-Stand-3-6,3566,1139,59,46
ani063-Stand-3-7,3566,1185,59,46
ani063-Stand-4-1,462,2384,31,48
ani063-Stand-4-2,514,2295,32,48
ani063-Stand-4-3,2086,1799,33,48
ani063-Stand-4-4,2086,1847,33,48
ani063-Stand-4-5,462,2432,31,48
ani063-Stand-4-6,493,2448,31,48
ani063-Stand-4-7,493,2496,31,48
ani063-Stand-4-8,524,2469,31,48
ani063-Stand-5-1,3330,784,61,46
ani063-Stand-5-2,2651,650,62,46
ani063-Stand-5-3,2589,673,62,46
ani063-Stand-5-4,2473,730,62,46
ani063-Stand-5-5,3164,819,61,47
ani063-Stand-5-6,3103,825,61,47
ani063-Stand-5-7,3391,695,61,47
ani063-Stand-6-1,401,1801,69,33
ani063-Stand-6-2,401,1587,69,34
ani063-Stand-6-3,89,1569,69,34
ani063-Stand-6-4,4118,2292,68,34
ani063-Stand-6-5,401,1844,69,33
ani063-Stand-6-6,401,1877,69,33
ani063-Stand-6-7,4343,2367,67,33
ani063-Stand-6-8,401,1910,69,33
ani063-Stand-7-1,3269,1417,60,48
ani063-Stand-7-2,3269,1465,60,48
ani063-Stand-7-3,3567,997,59,48
ani063-Stand-7-4,3103,777,61,48
ani063-Stand-7-5,3330,641,61,48
ani063-Stand-7-6,3330,737,61,47
ani063-Stand-7-7,3330,689,61,48
ani063-Walk-0-1,671,2336,32,56
ani063-Walk-0-2,607,2263,32,57
ani063-Walk-0-3,703,2391,32,56
ani063-Walk-0-4,0,2751,31,57
ani063-Walk-1-1,3269,982,60,49
ani063-Walk-1-2,3269,1031,60,49
ani063-Walk-1-3,3269,695,61,48
ani063-Walk-1-4,3164,866,60,48
ani063-Walk-2-1,4030,1205,75,33
ani063-Walk-2-2,4439,789,77,35
ani063-Walk-2-3,4439,965,76,35
ani063-Walk-2-4,4343,961,76,35
ani063-Walk-3-1,3329,1185,59,45
ani063-Walk-3-2,3567,1045,59,48
ani063-Walk-3-3,3841,1641,58,48
ani063-Walk-3-4,3507,1046,59,48
ani063-Walk-4-1,570,2428,31,49
ani063-Walk-4-2,632,2431,31,49
ani063-Walk-4-3,2086,1697,33,51
ani063-Walk-4-4,2086,1748,33,51
ani063-Walk-5-1,3103,872,60,48
ani063-Walk-5-2,3452,711,61,47
ani063-Walk-5-3,3391,742,61,47
